episode,speaker,content,addressee
Fake It 'Til You Make It,Spike,"So, Rarity is busy at an important fashion show, and Fluttershy is running her shop in Manehattan, but to do it, she's playing different shop pony characters that are all mean?",Twilight Sparkle
Fake It 'Til You Make It,Twilight Sparkle,"How in the world did you figure that out, Spike?",Spike
Fake It 'Til You Make It,Spike,I'm not Dragon Charades champion for nothin'!,Twilight Sparkle
Fake It 'Til You Make It,Twilight Sparkle,"I can't imagine Fluttershy would ever be mean to her animal friends. This sounds serious. Spike, tell everyone it's time to head back to Saddle Row!",Fluttershy
Fake It 'Til You Make It,Fluttershy,"I wouldn't think it was possible to make something so dowdy even more matronly, but here you are. It's like a scream in the void, empty and ultimately meaningless. I would srsly help you right now, but, like, I don't wanna, you know?",Twilight Sparkle
Fake It 'Til You Make It,Twilight Sparkle,You weren't kidding. This is worse than we thought! She's being horrible to everypony!,Applejack
Fake It 'Til You Make It,Applejack,"Uh, are you sure that's even Fluttershy?",Pinkie Pie
Fake It 'Til You Make It,Pinkie Pie,"Maybe it's just three really, really fast ponies that really, really look like her!",Rainbow Dash
Fake It 'Til You Make It,Rainbow Dash,"Well, let's find out! Hey, Fluttershy? Are you running the shop or performing in a one-pony show?",Fluttershy
Fake It 'Til You Make It,Fluttershy,"If you don't mind, I can only improve the taste of one customer at a time. You'll have to wait your turn. Ugh, honestly! These small town ponies come to the big city and think they can behave any way they please!",Rainbow Dash
Fake It 'Til You Make It,Rainbow Dash,What?! You are a small-town pony! And your cottage isn't even in the town!,Applejack
Fake It 'Til You Make It,Applejack,"Look, Fluttershy, we came here because we were worried and we care about you.",Fluttershy
Fake It 'Til You Make It,Fluttershy,Let's get out of this aura of positivity before it consumes us.,Pinkie Pie
Fake It 'Til You Make It,Pinkie Pie,"As fun as this Fluttershy switcheroo game is, Smoky, Smoky Jr., and Softpad are really concerned.",Spike
Fake It 'Til You Make It,Spike,Yeah! They came all the way to Ponyville to get us.,Fluttershy
Fake It 'Til You Make It,Fluttershy,"They should have, like, stayed there? The shop is, like, a no-rodent zone now.",Pinkie Pie
Fake It 'Til You Make It,Pinkie Pie,"She called them ""rodents""?!",Twilight Sparkle
Fake It 'Til You Make It,Twilight Sparkle,"Fluttershy, I understand why you think you have to act this way for these customers, but there's gotta be a better way.",Fluttershy
Fake It 'Til You Make It,Fluttershy,"Goodness! You are so right. Please, step this way so that we may discuss your concerns.",Twilight Sparkle
Fake It 'Til You Make It,Twilight Sparkle,I knew you'd come to your senses!,Fluttershy
Fake It 'Til You Make It,Fluttershy,Indeed.,Rarity
Fake It 'Til You Make It,Rarity,"Ugh, the centerpiece of my collection, and it's still not right! Oh, darling, I'm afraid we've literally run out of time. It's up to you! Go out there and sell it! Now, attitude!",Rarity
Fake It 'Til You Make It,Rarity,"I don't understand. When I left Fluttershy, she had everything well in hoof.",Twilight Sparkle
Fake It 'Til You Make It,Twilight Sparkle,"Well, things might have seemed all right when you left, but they're definitely not all right now.",Applejack
Fake It 'Til You Make It,Applejack,She's actin' worse than the worst Manehattanite I ever saw!,Rainbow Dash
Fake It 'Til You Make It,Rainbow Dash,She kicked us out of the shop!,Pinkie Pie
Fake It 'Til You Make It,Pinkie Pie,"She called Smoky, Smoky Jr., and Softpad... ""rodents""!",Rarity
Fake It 'Til You Make It,Rarity,"Wh-wh-wha... Rodents?! Well, why didn't you say that from the start?! She obviously needs help! Come on!",Fluttershy
Fake It 'Til You Make It,Fluttershy,Your melancholy is way too shallow for a look with this much unfeeling depth.,Others
Fake It 'Til You Make It,Others,"""Snow Hope"": Huh.",Fluttershy
Fake It 'Til You Make It,Fluttershy,"Ugh! Your style isn't even on the same page? Turn away. Don't even look at it, okay?",Valley Trend
Fake It 'Til You Make It,Valley Trend,I can't even!,Fluttershy
Fake It 'Til You Make It,Fluttershy,"I think not, dear! This is all far too fashion forward for the likes of you!",Bracer Britches
Fake It 'Til You Make It,Bracer Britches,"Ugh! Well, I never!",Applejack
Fake It 'Til You Make It,Applejack,Told ya it was bad.,Rarity
Fake It 'Til You Make It,Rarity,Bad? This is worse than I could've possibly imagined!,Fluttershy
Fake It 'Til You Make It,Fluttershy,"Rarity! I'm so glad you're here! Finally, a pony who understands that the couture in this shop is far too brilliant to even consider selling!",Rarity
Fake It 'Til You Make It,Rarity,Whaaat?!,Fluttershy
Fake It 'Til You Make It,Fluttershy,"You, like, totally get how lame customers are? Ugh! Watching them leave filled me with a sweet sadness. And you'll be pleased to hear that I've taken care of your rodent situation.",Pinkie Pie
Fake It 'Til You Make It,Pinkie Pie,Will somebody tell her to stop saying that?!,Rarity
Fake It 'Til You Make It,Rarity,"That's it! Fluttershy, I'm afraid you've left me no choice! You are terminated!",Fluttershy
Fake It 'Til You Make It,Fluttershy,Well! Good luck replacing me! Humph!,Fluttershy
