episode,speaker,content
Triple Threat,Spike,"Wait, please! I'm sorry."
Triple Threat,Thorax,"No, no, it's cool. You thought I would be too soft, and someone like Ember would never respect me. Just like my own changelings!"
Triple Threat,Spike,"No, that's not it! Thorax, wait! Oh, no... What have I done?"
Triple Threat,Ember,Why are you still here?
Triple Threat,Thorax,"Because I'm having trouble leading my pack, so I don't really wanna go home."
Triple Threat,Ember,"Wait, you're in charge? Oh, boy. You need to be more assertive."
Triple Threat,Thorax,"Well, that's my problem. I don't know how! I tried asking them to please follow my directions. I even offered a prize, and then<U+0097>"
Triple Threat,Ember,Shhh! Stop talking.
Triple Threat,Ember,That's how you do it.
Triple Threat,Thorax,Whoa! That just gave me chills.
Triple Threat,Ember,I know you have it in you. You turned into a bear to defend Spike.
Triple Threat,Thorax,"Huh, I guess I can be tough when I'm defending my friends, but when I'm just enforcing my rules, I-I feel unsure of myself."
Triple Threat,Ember,"There's nothing to be unsure of. You're the leader for a reason. Make a decision and let it be known that the decision is final. And if that doesn't work, turn into a bear."
Triple Threat,Thorax,"Oh, well, that's good advice."
Triple Threat,Ember,I know it is.
Triple Threat,Thorax,So what's your deal? Why do you think you're so bad at friendship?
Triple Threat,Ember,I don't want to talk about it.
Triple Threat,Thorax,"Oh, you have to! How else are you gonna solve your problems?"
Triple Threat,Thorax,"Uh, how does that help?"
Triple Threat,Ember,Crushing another dragon in competition establishes my dominance and makes me feel great.
Triple Threat,Thorax,"Right, but, uh, how do you think they feel?"
Triple Threat,Ember,Humiliated! Ashamed! They'd probably wanna run away and bury themselves under a rock and... never come out. They're probably sad. Kinda low. Definitely not happy.
Triple Threat,Thorax,That's because that kind of competition can divide you. And it doesn't get to the heart of the issue. Talking about your feelings does.
Triple Threat,Ember,Ugh! I think I'm allergic to feelings.
Triple Threat,Thorax,You know you don't have to be sappy...
Triple Threat,Thorax,...or huggy-feely about it! But you should let your friends know how you feel.
Triple Threat,Ember,"Uh, I know where we can start."
Triple Threat,Thorax,Where? Ohhhh. Spike. Hah. I got there.
Triple Threat,Spike,I think they're gone. They probably never want to see me again.
Triple Threat,Starlight Glimmer,Or they want to see you now.
Triple Threat,Ember,"Guess what, Spike."
Triple Threat,Spike,I know. I'm so sorry.
Triple Threat,Thorax,Okaaaay... That's a good first attempt. Now maybe try to be more specific?
Triple Threat,Ember,I'm... upset!
Triple Threat,Spike,You have every right to be.
Triple Threat,Ember,I know I do! And I know I need to tell you how I feel because my friend Thorax said it would make me feel better. And it does!
Triple Threat,Thorax,Yeah! And I have no problem telling you what you did was wrong because my friend Ember is helping me be more assertive!
Triple Threat,Spike,Whoa.
Triple Threat,Ember,Nice.
Triple Threat,Ember and Thorax,Ha-ha!
Triple Threat,Spike,"You guys should be mad at me. I was so worried about how it could go wrong, I didn't even think about how it could go right. Can you forgive me?"
Triple Threat,Ember,"I really do feel better. So, yeah. I'm good."
Triple Threat,Ember,Again?
Triple Threat,Spike,No way! It's finally happening! I solved the friendship problem!
Triple Threat,Starlight Glimmer,"Actually, you created the friendship problem by not trusting your friends."
Triple Threat,Spike,"Yeah, but then I solved it by learning my lesson. I should have told my two friends about each other immediately instead of assuming they wouldn't get along."
Triple Threat,Twilight Sparkle,"Good job, Spike."
Triple Threat,Ember,Is this another part of pony friendship? Telling each other what you learned all the time?
Triple Threat,Starlight Glimmer,"Yeah, pretty much."
Triple Threat,Spike,Yup.
Triple Threat,Spike,"So, as a show of unity, I present the Dragon Fire Flame of Friendship to both Dragon Lord Ember and Thorax, leader of the changeling pack! May the flame of friendship burn for eternity."
Triple Threat,Ember,You should have more things made of rocks.
Campfire Tales,Applejack,"Hey, kid, get over here!"
Campfire Tales,Applejack,"Tents are lookin' good. And we made good time today. At this rate, we'll be at Winsome Falls by tomorrow!"
Campfire Tales,Apple Bloom,We should do the annual Big-Sister-Little-Sister camping trip every weekend!
Campfire Tales,Applejack,"Then it wouldn't be annual. And if we did it every weekend, it probably wouldn't be as special."
Campfire Tales,Apple Bloom,"But the more we do it, the better we get at camping. Remember the first time we came here and Rarity had that ginormous tent?"
Campfire Tales,Rarity,"I heard that! I've gotten much better at ""roughing it"", haven't I?"
Campfire Tales,Sweetie Belle,"Yup. This time, you only packed three suitcases."
Campfire Tales,Rarity,"I know what you're thinking. But I promise, I only brought the essentials."
Campfire Tales,Applejack,Like those light thingies?
Campfire Tales,Rarity,Of course. What is life if you can't make it beautiful?
Campfire Tales,Rainbow Dash,Mmmm! These berries look good enough to eat!
Campfire Tales,Scootaloo,"Don't! According to my book, they're extremely poisonous!"
Campfire Tales,Rainbow Dash,What?
Campfire Tales,Scootaloo,"I heard something, I stepped on something, and I saw that creepy cave... I guess I still get a little bit scared out here, even after the last camping trip."
Campfire Tales,Rainbow Dash,"Don't worry, kid. You've got a big sister this time."
Campfire Tales,Apple Bloom,This looks amazing!
Campfire Tales,Scootaloo,This is gonna be the best Big-Sister-Slash-Little-Sister camping trip ever!
Campfire Tales,Scootaloo,Ow! What are these things?! Aaagh!
Campfire Tales,Applejack,"Fly-ders! Everypony, run for cover! Don't get stuck in their<U+0097>"
Campfire Tales,Applejack,...web.
Campfire Tales,Sweetie Belle,Now what?!
Campfire Tales,Rainbow Dash,"Follow me, everypony!"
Campfire Tales,Scootaloo,Aaah! Not the scary cave!
Campfire Tales,Scootaloo,Where did those terrible bugs come from? And why did they destroy our camp?
Campfire Tales,Rainbow Dash,Ugh.
Campfire Tales,Applejack,"Flyders are from the Luna Bay area. Never seen 'em this far east, though. Probably attracted to the food. Best wait here until they're gone."
Campfire Tales,Apple Bloom,"Oh, apple rot! What are we supposed to do now?! We had games to play and marshmallows to roast at camp! In here, we got nothin'!"
Campfire Tales,Rarity,"Mm, that's not entirely true. We have each other."
Campfire Tales,Applejack,"That's right! And if you girls want to, maybe we could tell some stories to pass the time."
Campfire Tales,Rainbow Dash,You want stories? I've got a ton of stories! Spoiler alert <U+0096> they're all about me and how awesome I am!
Campfire Tales,Applejack,I was thinkin' more like campfire stories?
